☘️河北省,#genre#
CETV早期教育,http://60.4.30.177:8077/rtp/239.253.93.164:6440$河北联通
CETV早期教育,http://121.29.215.105:2083/rtp/239.253.93.164:6440$河北联通
CCTV4K超高清,http://60.4.30.177:8077/rtp/239.253.92.219:6228$河北联通
CCTV4K超高清,http://121.29.215.105:2083/rtp/239.253.92.219:6228$河北联通
中国交通频道,http://60.4.30.177:8077/rtp/239.253.93.189:6357$河北联通
中国交通频道,http://121.29.215.105:2083/rtp/239.253.93.189:6357$河北联通
CCTV-4欧洲,http://60.4.30.177:8077/rtp/239.253.93.192:6370$河北联通
CCTV-4欧洲,http://121.29.215.105:2083/rtp/239.253.93.192:6370$河北联通
CCTV-4美洲,http://60.4.30.177:8077/rtp/239.253.93.193:6371$河北联通
CCTV-4美洲,http://121.29.215.105:2083/rtp/239.253.93.193:6371$河北联通
CGTN英语,http://60.4.30.177:8077/rtp/239.253.92.15:8011$河北联通
CGTN英语,http://121.29.215.105:2083/rtp/239.253.92.15:8011$河北联通
CGTN纪录,http://60.4.30.177:8077/rtp/239.253.93.195:6373$河北联通
CGTN纪录,http://121.29.215.105:2083/rtp/239.253.93.195:6373$河北联通
CGTN西班牙语,http://60.4.30.177:8077/rtp/239.253.93.196:6374$河北联通
CGTN西班牙语,http://121.29.215.105:2083/rtp/239.253.93.196:6374$河北联通
CGTN法语,http://60.4.30.177:8077/rtp/239.253.93.197:6375$河北联通
CGTN法语,http://121.29.215.105:2083/rtp/239.253.93.197:6375$河北联通
CGTN阿拉伯语,http://60.4.30.177:8077/rtp/239.253.93.198:6376$河北联通
CGTN阿拉伯语,http://121.29.215.105:2083/rtp/239.253.93.198:6376$河北联通
CGTN俄语,http://60.4.30.177:8077/rtp/239.253.93.199:6377$河北联通
CGTN俄语,http://121.29.215.105:2083/rtp/239.253.93.199:6377$河北联通
其它频道,#genre#
赵县电视台,http://60.4.30.177:8077/rtp/239.253.93.140:6308$河北联通
赵县电视台,http://121.29.215.105:2083/rtp/239.253.93.140:6308$河北联通
承德县电视台,http://60.4.30.177:8077/rtp/239.253.94.28:6627$河北联通
承德县电视台,http://121.29.215.105:2083/rtp/239.253.94.28:6627$河北联通
崇礼融媒体中心,http://60.4.30.177:8077/rtp/239.253.93.147:6315$河北联通
崇礼融媒体中心,http://121.29.215.105:2083/rtp/239.253.93.147:6315$河北联通
涿州电视台,http://60.4.30.177:8077/rtp/239.253.93.27:6180$河北联通
涿州电视台,http://121.29.215.105:2083/rtp/239.253.93.27:6180$河北联通
曲阳电视台,http://60.4.30.177:8077/rtp/239.253.93.31:6184$河北联通
曲阳电视台,http://121.29.215.105:2083/rtp/239.253.93.31:6184$河北联通
临城新闻频道,http://60.4.30.177:8077/rtp/239.253.93.167:6335$河北联通
临城新闻频道,http://121.29.215.105:2083/rtp/239.253.93.167:6335$河北联通
中华特产,http://60.4.30.177:8077/rtp/239.253.93.242:6420$河北联通
中华特产,http://121.29.215.105:2083/rtp/239.253.93.242:6420$河北联通
沧州公共,http://60.4.30.177:8077/rtp/239.253.92.122:6016$河北联通
沧州公共,http://121.29.215.105:2083/rtp/239.253.92.122:6016$河北联通
宽城新闻,http://60.4.30.177:8077/rtp/239.253.93.117:6019$河北联通
宽城新闻,http://121.29.215.105:2083/rtp/239.253.93.117:6019$河北联通
任泽电视,http://60.4.30.177:8077/rtp/239.253.93.145:6313$河北联通
任泽电视,http://121.29.215.105:2083/rtp/239.253.93.145:6313$河北联通
尚义电视,http://60.4.30.177:8077/rtp/239.253.93.163:6331$河北联通
尚义电视,http://121.29.215.105:2083/rtp/239.253.93.163:6331$河北联通
永清电视,http://60.4.30.177:8077/rtp/239.253.93.172:6340$河北联通
永清电视,http://121.29.215.105:2083/rtp/239.253.93.172:6340$河北联通
清苑电视,http://60.4.30.177:8077/rtp/239.253.93.24:6177$河北联通
清苑电视,http://121.29.215.105:2083/rtp/239.253.93.24:6177$河北联通
武强电视,http://60.4.30.177:8077/rtp/239.253.93.79:6245$河北联通
武强电视,http://121.29.215.105:2083/rtp/239.253.93.79:6245$河北联通
临漳电视,http://60.4.30.177:8077/rtp/239.253.93.84:6250$河北联通
临漳电视,http://121.29.215.105:2083/rtp/239.253.93.84:6250$河北联通
☘️新疆,#genre#
临西综合频道,http://60.4.30.177:8077/rtp/239.253.94.29:6628$河北联通
临西综合频道,http://121.29.215.105:2083/rtp/239.253.94.29:6628$河北联通
安平综合频道,http://60.4.30.177:8077/rtp/239.253.93.36:6189$河北联通
安平综合频道,http://121.29.215.105:2083/rtp/239.253.93.36:6189$河北联通
霸州综合,http://60.4.30.177:8077/rtp/239.253.93.209:6387$河北联通
霸州综合,http://121.29.215.105:2083/rtp/239.253.93.209:6387$河北联通
丰宁综合,http://60.4.30.177:8077/rtp/239.253.93.210:6388$河北联通
丰宁综合,http://121.29.215.105:2083/rtp/239.253.93.210:6388$河北联通
数字频道,#genre#
北京纪实科教,http://60.4.30.177:8077/rtp/239.253.93.190:6358$河北联通
北京纪实科教,http://121.29.215.105:2083/rtp/239.253.93.190:6358$河北联通
金鹰卡通,http://60.4.30.177:8077/rtp/239.253.92.163:8055$河北联通
金鹰卡通,http://121.29.215.105:2083/rtp/239.253.92.163:8055$河北联通
金鹰纪实,http://60.4.30.177:8077/rtp/239.253.92.103:6054$河北联通
金鹰纪实,http://121.29.215.105:2083/rtp/239.253.92.103:6054$河北联通
快乐垂钓,http://60.4.30.177:8077/rtp/239.253.93.213:6391$河北联通
快乐垂钓,http://121.29.215.105:2083/rtp/239.253.93.213:6391$河北联通
茶频道,http://60.4.30.177:8077/rtp/239.253.93.212:6390$河北联通
茶频道,http://121.29.215.105:2083/rtp/239.253.93.212:6390$河北联通
河南梨园频道,http://60.4.30.177:8077/rtp/239.253.93.133:6441$河北联通
河南梨园频道,http://121.29.215.105:2083/rtp/239.253.93.133:6441$河北联通
天元围棋,http://60.4.30.177:8077/rtp/239.253.93.211:6389$河北联通
天元围棋,http://121.29.215.105:2083/rtp/239.253.93.211:6389$河北联通
卡酷少儿,http://60.4.30.177:8077/rtp/239.253.92.162:8054$河北联通
卡酷少儿,http://121.29.215.105:2083/rtp/239.253.92.162:8054$河北联通
嘉佳卡通,http://60.4.30.177:8077/rtp/239.253.93.203:6381$河北联通
嘉佳卡通,http://121.29.215.105:2083/rtp/239.253.93.203:6381$河北联通
优漫卡通,http://60.4.30.177:8077/rtp/239.253.93.204:6382$河北联通
优漫卡通,http://121.29.215.105:2083/rtp/239.253.93.204:6382$河北联通
☘️河南省,#genre#
河南文物宝库,http://60.4.30.177:8077/rtp/239.253.93.180:6437$河北联通
河南文物宝库,http://121.29.215.105:2083/rtp/239.253.93.180:6437$河北联通
河南武术世界,http://60.4.30.177:8077/rtp/239.253.93.46:6434$河北联通
河南武术世界,http://121.29.215.105:2083/rtp/239.253.93.46:6434$河北联通
